ensembl_id,gene_length_bp
ENSG00000161180,2949
ENSG00000161202,6090
ENSG00000161203,4753
ENSG00000161204,5207
ENSG00000161217,7978
ENSG00000161243,2833
ENSG00000161249,7444
ENSG00000161265,2875
ENSG00000161267,9112
ENSG00000161270,5459
ENSG00000161277,1825
ENSG00000161281,1006
ENSG00000161298,5802
ENSG00000161326,2499
ENSG00000161328,2769
ENSG00000161381,9277
ENSG00000161395,3669
ENSG00000161405,2778
ENSG00000161509,8574
ENSG00000161513,3599
ENSG00000161526,8268
ENSG00000161533,8543
ENSG00000161542,6939
ENSG00000161544,2949
ENSG00000161547,3017
ENSG00000161551,6234
ENSG00000161558,3701
ENSG00000161570,1512
ENSG00000161572,1126
ENSG00000161573,1744
ENSG00000161574,1047
ENSG00000161583,7693
ENSG00000161594,2370
ENSG00000161609,5624
ENSG00000161610,577
ENSG00000161618,4643
ENSG00000161634,876
ENSG00000161638,7577
ENSG00000161640,3173
ENSG00000161642,3179
ENSG00000161647,4491
ENSG00000161649,4745
ENSG00000161652,1511
ENSG00000161653,2822
ENSG00000161654,2811
ENSG00000161664,2230
ENSG00000161671,3229
ENSG00000161677,1514
ENSG00000161681,7567
ENSG00000161682,3592
ENSG00000161692,7146
ENSG00000161714,6750
ENSG00000161791,11982
ENSG00000161798,1885
ENSG00000161800,4541
ENSG00000161807,1022
ENSG00000161813,8102
ENSG00000161835,2829
ENSG00000161847,4892
ENSG00000161849,2092
ENSG00000161850,2664
ENSG00000161860,1458
ENSG00000161888,2839
ENSG00000161896,2822
ENSG00000161904,6788
ENSG00000161905,3404
ENSG00000161911,1483
ENSG00000161914,3301
ENSG00000161920,1477
ENSG00000161921,2794
ENSG00000161929,4208
ENSG00000161939,1947
ENSG00000161940,4373
ENSG00000161944,2490
ENSG00000161955,2176
ENSG00000161956,3669
ENSG00000161958,5565
ENSG00000161960,5316
ENSG00000161970,2472
ENSG00000161973,1757
ENSG00000161980,1889
ENSG00000161981,3060
ENSG00000161992,2216
ENSG00000161996,10534
ENSG00000161999,2628
ENSG00000162004,4147
ENSG00000162006,3254
ENSG00000162009,2718
ENSG00000162032,3192
ENSG00000162039,2734
ENSG00000162040,1273
ENSG00000162062,2854
ENSG00000162063,6309
ENSG00000162065,9103
ENSG00000162066,4366
ENSG00000162068,1986
ENSG00000162069,4690
ENSG00000162073,2972
ENSG00000162076,1365
ENSG00000162078,2046
ENSG00000162086,8063
ENSG00000162104,10358
ENSG00000162105,16428
ENSG00000162129,4232
ENSG00000162139,4347
ENSG00000162144,10597
ENSG00000162148,2400
ENSG00000162174,4584
ENSG00000162188,882
ENSG00000162191,2510
ENSG00000162194,3653
ENSG00000162222,2657
ENSG00000162227,3149
ENSG00000162231,6194
ENSG00000162236,2257
ENSG00000162241,7855
ENSG00000162244,1912
ENSG00000162267,5921
ENSG00000162290,6154
ENSG00000162298,5496
ENSG00000162300,2782
ENSG00000162302,3807
ENSG00000162337,6164
ENSG00000162341,6130
ENSG00000162344,2447
ENSG00000162365,2937
ENSG00000162366,1438
ENSG00000162367,5706
ENSG00000162368,3844
ENSG00000162373,2138
ENSG00000162374,6936
ENSG00000162377,1780
ENSG00000162378,8211
ENSG00000162383,4237
ENSG00000162384,4487
ENSG00000162385,1463
ENSG00000162390,9768
ENSG00000162391,2005
ENSG00000162396,2347
ENSG00000162398,1777
ENSG00000162399,3472
ENSG00000162402,11708
ENSG00000162407,5286
ENSG00000162408,7293
ENSG00000162409,9347
ENSG00000162413,6670
ENSG00000162415,6046
ENSG00000162419,6459
ENSG00000162426,2888
ENSG00000162430,4421
ENSG00000162433,7578
ENSG00000162434,6317
ENSG00000162437,6070
ENSG00000162438,3486
ENSG00000162441,2792
ENSG00000162444,861
ENSG00000162456,2810
ENSG00000162458,4716
ENSG00000162460,1520
ENSG00000162461,3195
ENSG00000162482,1710
ENSG00000162490,7346
ENSG00000162493,3707
ENSG00000162494,2209
ENSG00000162496,3037
ENSG00000162510,4606
ENSG00000162511,3274
ENSG00000162512,7067
ENSG00000162517,2775
ENSG00000162520,3941
ENSG00000162521,9470
ENSG00000162522,5965
ENSG00000162526,2191
ENSG00000162542,4054
ENSG00000162543,5571
ENSG00000162545,2615
ENSG00000162551,3014
ENSG00000162552,4527
ENSG00000162571,3943
ENSG00000162572,4025
ENSG00000162576,3371
ENSG00000162585,10712
ENSG00000162591,7039
ENSG00000162592,2318
ENSG00000162594,2995
ENSG00000162595,1973
ENSG00000162598,4422
ENSG00000162599,10872
ENSG00000162600,3718
ENSG00000162601,8938
ENSG00000162604,5516
ENSG00000162607,4263
ENSG00000162613,5666
ENSG00000162614,4624
ENSG00000162616,3783
ENSG00000162618,3527
ENSG00000162620,8759
ENSG00000162621,3859
ENSG00000162623,4616
ENSG00000162624,4007
ENSG00000162627,2088
ENSG00000162630,3274
ENSG00000162631,9165
ENSG00000162636,9355
ENSG00000162639,2426
ENSG00000162641,5257
ENSG00000162642,3417
ENSG00000162643,3923
ENSG00000162645,6276
ENSG00000162650,5232
ENSG00000162654,6127
ENSG00000162664,10984
ENSG00000162669,5827
ENSG00000162670,3439
ENSG00000162676,3301
ENSG00000162687,7124
ENSG00000162688,8434
ENSG00000162692,6049
ENSG00000162694,4950
ENSG00000162695,8376
ENSG00000162702,4895
ENSG00000162704,5482
ENSG00000162706,3896
ENSG00000162711,4757
ENSG00000162714,10531
ENSG00000162722,3225
ENSG00000162723,1156
ENSG00000162727,939
ENSG00000162728,4170
ENSG00000162729,2562
ENSG00000162733,10730
ENSG00000162734,2806
ENSG00000162735,4461
ENSG00000162736,4175
ENSG00000162738,5340
ENSG00000162739,2746
ENSG00000162745,3415
ENSG00000162746,2592
ENSG00000162747,2964
ENSG00000162753,4916
ENSG00000162755,1720
ENSG00000162757,1576
ENSG00000162761,4185
ENSG00000162763,1369
ENSG00000162769,6442
ENSG00000162771,2332
ENSG00000162772,4003
ENSG00000162775,4666
ENSG00000162777,5515
ENSG00000162779,6089
ENSG00000162782,4032
ENSG00000162783,2340
ENSG00000162804,13592
ENSG00000162813,3115
ENSG00000162814,6515
ENSG00000162817,3413
ENSG00000162819,4932
ENSG00000162825,11781
ENSG00000162836,9166
ENSG00000162843,4935
ENSG00000162849,14403
ENSG00000162851,1848
ENSG00000162852,5922
ENSG00000162869,3990
ENSG00000162873,3624
ENSG00000162877,2614
ENSG00000162878,3925
ENSG00000162881,1760
ENSG00000162882,2726
ENSG00000162885,5705
ENSG00000162888,2096
ENSG00000162889,4195
ENSG00000162891,1567
ENSG00000162892,1979
ENSG00000162894,2348
ENSG00000162896,4376
ENSG00000162897,3635
ENSG00000162909,8792
ENSG00000162910,1886
ENSG00000162913,3647
ENSG00000162923,10481
ENSG00000162924,11255
ENSG00000162927,7651
ENSG00000162928,5910
ENSG00000162929,9632
ENSG00000162931,3548
ENSG00000162944,6007
ENSG00000162946,12137
ENSG00000162949,5203
ENSG00000162951,5037
ENSG00000162959,5220
ENSG00000162961,2745
ENSG00000162971,10496
ENSG00000162972,1624
ENSG00000162975,2288
ENSG00000162976,2275
ENSG00000162980,6716
ENSG00000162981,8379
ENSG00000162989,5066
ENSG00000162992,3312
ENSG00000162994,4398
ENSG00000162998,3162
ENSG00000162999,5376
ENSG00000163001,3502
ENSG00000163002,4046
ENSG00000163006,5796
ENSG00000163009,1897
ENSG00000163012,2400
ENSG00000163013,8104
ENSG00000163017,3811
ENSG00000163026,3847
ENSG00000163029,9363
ENSG00000163032,3833
ENSG00000163040,4261
ENSG00000163041,3146
ENSG00000163046,4947
ENSG00000163050,7797
ENSG00000163053,4938
ENSG00000163060,2218
ENSG00000163064,2886
ENSG00000163067,3999
ENSG00000163069,4541
ENSG00000163071,4941
ENSG00000163072,5248
ENSG00000163075,9655
ENSG00000163081,1932
ENSG00000163082,3336
ENSG00000163083,3204
ENSG00000163092,13023
ENSG00000163093,5493
ENSG00000163098,2020
ENSG00000163104,6313
ENSG00000163106,2111
ENSG00000163110,11115
ENSG00000163113,12184
ENSG00000163114,1387
ENSG00000163116,5836
ENSG00000163125,8738
ENSG00000163126,4116
ENSG00000163131,4228
ENSG00000163132,2120
ENSG00000163138,4032
ENSG00000163141,2892
ENSG00000163145,5583
ENSG00000163154,1178
ENSG00000163155,2508
ENSG00000163156,3265
ENSG00000163157,1843
ENSG00000163159,4545
ENSG00000163161,7401
ENSG00000163162,4836
ENSG00000163166,3990
ENSG00000163170,3156
ENSG00000163171,10216
ENSG00000163191,680
ENSG00000163202,613
ENSG00000163206,775
ENSG00000163207,2153
ENSG00000163209,1441
ENSG00000163214,7984
ENSG00000163216,1057
ENSG00000163217,1584
ENSG00000163218,2272
ENSG00000163219,5509
ENSG00000163220,577
ENSG00000163221,516
ENSG00000163235,4963
ENSG00000163239,2706
ENSG00000163249,4707
ENSG00000163251,6708
ENSG00000163254,629
ENSG00000163257,4816
ENSG00000163263,387
ENSG00000163273,1071
ENSG00000163281,7150
ENSG00000163283,3059
ENSG00000163285,6785
ENSG00000163286,2493
ENSG00000163288,3140
ENSG00000163291,12403
ENSG00000163293,5981
ENSG00000163295,2632
ENSG00000163297,10101
ENSG00000163312,3713
ENSG00000163319,4866
ENSG00000163320,6490
ENSG00000163322,6042
ENSG00000163328,7102
ENSG00000163331,1206
ENSG00000163344,1280
ENSG00000163346,3851
ENSG00000163347,3663
ENSG00000163348,3630
ENSG00000163349,9215
ENSG00000163352,730
ENSG00000163354,3071
ENSG00000163357,3193
ENSG00000163359,19624
ENSG00000163362,5413
ENSG00000163374,4993
ENSG00000163376,4740
ENSG00000163377,2292
ENSG00000163378,5647
ENSG00000163380,4276
ENSG00000163382,1933
ENSG00000163386,13221
ENSG00000163389,7097
ENSG00000163393,5292
ENSG00000163394,1720
ENSG00000163395,12116
ENSG00000163399,7261
ENSG00000163406,6210
ENSG00000163412,10779
ENSG00000163421,1612
ENSG00000163424,1964
ENSG00000163428,7903
ENSG00000163430,8727
ENSG00000163431,3970
ENSG00000163435,7191
ENSG00000163440,861
ENSG00000163444,4026
ENSG00000163449,3628
ENSG00000163453,1932
ENSG00000163462,4528
ENSG00000163463,3826
ENSG00000163464,2488
ENSG00000163466,6562
ENSG00000163467,1115
ENSG00000163468,4018
ENSG00000163472,3067
ENSG00000163479,6651
ENSG00000163481,2323
ENSG00000163482,6458
ENSG00000163485,4191
ENSG00000163486,9263
ENSG00000163491,9590
ENSG00000163492,15446
ENSG00000163497,2049
ENSG00000163499,1454
ENSG00000163501,2023
ENSG00000163507,4574
ENSG00000163508,3660
ENSG00000163510,3328
ENSG00000163512,6349
ENSG00000163513,4704
ENSG00000163515,1106
ENSG00000163516,6119
ENSG00000163517,5273
ENSG00000163518,3875
ENSG00000163519,2528
ENSG00000163520,4996
ENSG00000163521,3411
ENSG00000163527,5010
ENSG00000163528,1769
ENSG00000163530,1383
ENSG00000163531,21318
ENSG00000163534,3935
ENSG00000163535,6022
ENSG00000163536,2418
ENSG00000163539,15270
ENSG00000163541,4286
ENSG00000163545,3405
ENSG00000163554,10025
ENSG00000163558,5841
ENSG00000163563,2059
ENSG00000163564,3479
ENSG00000163565,5294
ENSG00000163568,2009
ENSG00000163576,4163
ENSG00000163577,5593
ENSG00000163581,3417
ENSG00000163584,2326
ENSG00000163586,2461
ENSG00000163590,12447
ENSG00000163596,7781
ENSG00000163599,2120
ENSG00000163600,2645
ENSG00000163602,7512
ENSG00000163605,5964
ENSG00000163606,3905
ENSG00000163607,3752
ENSG00000163608,6494
ENSG00000163611,7941
ENSG00000163617,5303
ENSG00000163618,14622
ENSG00000163623,3086
ENSG00000163624,4461
ENSG00000163625,16915
ENSG00000163626,3258
ENSG00000163629,9496
ENSG00000163630,4224
ENSG00000163631,3373
ENSG00000163632,1554
ENSG00000163633,5270
ENSG00000163634,1784
ENSG00000163635,9172
ENSG00000163636,9095
ENSG00000163637,8726
ENSG00000163638,10693
ENSG00000163644,11371
ENSG00000163645,2075
ENSG00000163646,3472
ENSG00000163655,8885
ENSG00000163659,5048
ENSG00000163660,8729
ENSG00000163661,1940
ENSG00000163666,1175
ENSG00000163673,5406
ENSG00000163681,14147
ENSG00000163682,3259
ENSG00000163683,6721
ENSG00000163684,8608
ENSG00000163686,3589
ENSG00000163687,3148
ENSG00000163689,9455
ENSG00000163694,8558
ENSG00000163697,12956
ENSG00000163701,4676
ENSG00000163702,4540
ENSG00000163703,3778
ENSG00000163704,3939
ENSG00000163705,1895
ENSG00000163710,3480
ENSG00000163714,11297
ENSG00000163719,6019
ENSG00000163728,7783
ENSG00000163734,2219
ENSG00000163735,2538
ENSG00000163736,715
ENSG00000163737,604
ENSG00000163738,9819
ENSG00000163739,1296
ENSG00000163743,6565
ENSG00000163746,2544
ENSG00000163749,5856
ENSG00000163751,1848
ENSG00000163754,3475
ENSG00000163755,6256
ENSG00000163762,4482
ENSG00000163781,6515
ENSG00000163785,7992
ENSG00000163788,6981
ENSG00000163792,1659
ENSG00000163793,2350
ENSG00000163794,795
ENSG00000163795,2365
ENSG00000163798,5204
ENSG00000163803,8238
ENSG00000163806,3483
ENSG00000163807,5257
ENSG00000163808,5285
ENSG00000163810,5443
ENSG00000163811,4130
ENSG00000163812,7609
ENSG00000163814,6507
ENSG00000163815,1105
ENSG00000163817,6651
ENSG00000163818,7201
ENSG00000163820,8890
ENSG00000163823,2731
ENSG00000163825,1321
ENSG00000163827,5622
ENSG00000163832,3313
ENSG00000163833,5926
ENSG00000163840,5868
ENSG00000163848,10574
ENSG00000163864,3451
ENSG00000163866,8091
ENSG00000163867,9617
ENSG00000163870,3596
ENSG00000163872,10212
ENSG00000163873,10111
ENSG00000163874,3117
ENSG00000163875,3487
ENSG00000163877,4888
ENSG00000163879,4456
ENSG00000163882,3146
ENSG00000163884,2848
ENSG00000163885,3352
ENSG00000163888,1362
ENSG00000163898,4122
ENSG00000163900,8668
ENSG00000163902,3988
ENSG00000163904,7169
ENSG00000163909,3750
ENSG00000163913,9395
ENSG00000163914,2592
ENSG00000163915,3415
ENSG00000163918,2997
ENSG00000163923,1060
ENSG00000163930,5055
ENSG00000163931,9507
ENSG00000163932,3396
ENSG00000163933,5488
ENSG00000163935,5676
ENSG00000163938,3318
ENSG00000163939,9654
ENSG00000163945,7830
ENSG00000163946,9824
ENSG00000163947,6594
ENSG00000163950,2026
ENSG00000163956,8724
ENSG00000163958,2432
ENSG00000163959,5293
ENSG00000163960,11291
ENSG00000163961,5347
ENSG00000163964,4446
ENSG00000163975,8393
ENSG00000163982,1864
ENSG00000163993,1280
ENSG00000163995,6048
ENSG00000164002,3092
ENSG00000164007,3602
ENSG00000164008,2786
ENSG00000164010,4631
ENSG00000164011,2141
ENSG00000164022,3328
ENSG00000164023,7635
ENSG00000164024,4117
ENSG00000164031,13078
ENSG00000164032,2303
ENSG00000164035,5243
ENSG00000164037,2977
ENSG00000164038,5469
ENSG00000164039,3383
ENSG00000164040,4621
ENSG00000164045,4117
ENSG00000164047,745
ENSG00000164048,5521
ENSG00000164049,3488
ENSG00000164050,9796
ENSG00000164051,2410
ENSG00000164053,3417
ENSG00000164054,4586
ENSG00000164056,3958
ENSG00000164061,16225
ENSG00000164062,4669
ENSG00000164066,16066
ENSG00000164068,7458
ENSG00000164070,11621
ENSG00000164073,5023
ENSG00000164074,6491
ENSG00000164076,3900
ENSG00000164077,4525
ENSG00000164078,5245
ENSG00000164080,11924
ENSG00000164081,5688
ENSG00000164082,7096
ENSG00000164086,5648
ENSG00000164087,2247
ENSG00000164088,3539
ENSG00000164089,2950
ENSG00000164091,5726
ENSG00000164093,5629
ENSG00000164096,2515
ENSG00000164099,5725
ENSG00000164100,7009
ENSG00000164104,2775
ENSG00000164105,1320
ENSG00000164106,5396
ENSG00000164107,3601
ENSG00000164109,5748
ENSG00000164111,3034
ENSG00000164112,3024
ENSG00000164113,2699
ENSG00000164114,8857
ENSG00000164116,5766
ENSG00000164117,2810
ENSG00000164118,7132
ENSG00000164120,5529
ENSG00000164122,4064
ENSG00000164123,1438
ENSG00000164124,9243
ENSG00000164125,7880
ENSG00000164128,4180
ENSG00000164129,3291
ENSG00000164134,9712
ENSG00000164136,7860
ENSG00000164142,4932
ENSG00000164144,4269
ENSG00000164151,8678
ENSG00000164161,12074
ENSG00000164162,3068
ENSG00000164163,6265
ENSG00000164164,9085
ENSG00000164167,2605
ENSG00000164168,4712
ENSG00000164169,4019
ENSG00000164171,7910
ENSG00000164172,6010
ENSG00000164175,3269
ENSG00000164176,5738
ENSG00000164180,9598
ENSG00000164181,4586
ENSG00000164182,1006
ENSG00000164185,2364
ENSG00000164187,8421
ENSG00000164188,3363
ENSG00000164190,12529
ENSG00000164197,5434
ENSG00000164199,23499
ENSG00000164209,8279
ENSG00000164211,5684
ENSG00000164219,3246
ENSG00000164220,3429
ENSG00000164221,3289
ENSG00000164236,2163
ENSG00000164237,3324
ENSG00000164241,7190
ENSG00000164244,9064
ENSG00000164251,2958
ENSG00000164252,5051
ENSG00000164253,7230
ENSG00000164256,3864
ENSG00000164258,1174
ENSG00000164265,1075
ENSG00000164266,1480
ENSG00000164270,7087
ENSG00000164283,2695
ENSG00000164284,4419
ENSG00000164287,4522
ENSG00000164291,4314
ENSG00000164292,8833
ENSG00000164294,3868
ENSG00000164296,4640
ENSG00000164299,1949
ENSG00000164300,5107
ENSG00000164303,4703
ENSG00000164304,3512
ENSG00000164305,2899
ENSG00000164306,2843
ENSG00000164307,7938
ENSG00000164308,7422
ENSG00000164309,14179
ENSG00000164318,5724
ENSG00000164323,6886
ENSG00000164325,1759
ENSG00000164326,1216
ENSG00000164327,13550
ENSG00000164329,5508
ENSG00000164330,6161
ENSG00000164331,2659
ENSG00000164332,2672
ENSG00000164334,1378
ENSG00000164338,4913
ENSG00000164342,6724
ENSG00000164344,2953
ENSG00000164346,1760
ENSG00000164347,4197
ENSG00000164362,4616
ENSG00000164363,2125
ENSG00000164366,9701
ENSG00000164379,2318
ENSG00000164385,2434
ENSG00000164393,6395
ENSG00000164398,14273
ENSG00000164399,1050
ENSG00000164400,783
ENSG00000164402,7707
ENSG00000164403,4329
ENSG00000164404,3103
ENSG00000164405,1472
ENSG00000164406,2405
ENSG00000164411,2763
ENSG00000164414,1994
ENSG00000164418,7492
ENSG00000164430,4155
ENSG00000164434,2728
ENSG00000164438,1493
ENSG00000164440,4937
ENSG00000164442,2086
ENSG00000164451,1934
ENSG00000164458,2629
ENSG00000164463,12337
ENSG00000164465,6819
ENSG00000164466,7572
ENSG00000164483,6903
ENSG00000164484,6131
ENSG00000164485,2886
ENSG00000164488,4223
ENSG00000164494,3926
ENSG00000164500,2028
ENSG00000164506,5853
ENSG00000164508,500
ENSG00000164509,4400
ENSG00000164512,2977
ENSG00000164520,3004
ENSG00000164530,2190
ENSG00000164532,1875
ENSG00000164535,5756
ENSG00000164542,6728
ENSG00000164543,4943
ENSG00000164548,3516
ENSG00000164556,1595
ENSG00000164574,10497
ENSG00000164576,6755
ENSG00000164587,4544
ENSG00000164588,5405
ENSG00000164591,5409
ENSG00000164597,8467
ENSG00000164600,2131
ENSG00000164603,4138
ENSG00000164604,7396
ENSG00000164609,5082
ENSG00000164610,1898
ENSG00000164611,2010
ENSG00000164615,2218
ENSG00000164619,5889
ENSG00000164620,2596
ENSG00000164626,3756
ENSG00000164627,12593
ENSG00000164631,5297
ENSG00000164638,5811
ENSG00000164645,1023
ENSG00000164647,1625
ENSG00000164649,4074
ENSG00000164651,1714
ENSG00000164654,6714
ENSG00000164659,8115
ENSG00000164663,11259
ENSG00000164674,2790
ENSG00000164675,5893
ENSG00000164683,3232
ENSG00000164684,15008
ENSG00000164687,2077
ENSG00000164690,5038
ENSG00000164691,4089
ENSG00000164692,11151
ENSG00000164694,6854
ENSG00000164695,1866
ENSG00000164707,8015
ENSG00000164708,857
ENSG00000164713,2548
ENSG00000164715,9139
ENSG00000164729,1874
ENSG00000164733,7438
ENSG00000164736,2342
ENSG00000164741,10988
ENSG00000164742,13530
ENSG00000164743,1445
ENSG00000164744,1720
ENSG00000164746,2287
ENSG00000164749,4806
ENSG00000164751,5002
ENSG00000164754,6192
ENSG00000164756,6279
ENSG00000164758,1440
ENSG00000164761,2827
ENSG00000164764,4383
ENSG00000164776,2289
ENSG00000164778,3395
ENSG00000164794,6979
ENSG00000164796,20567
ENSG00000164808,7477
ENSG00000164815,3724
ENSG00000164816,444
ENSG00000164818,7238
ENSG00000164821,617
ENSG00000164822,469
ENSG00000164823,4681
ENSG00000164825,478
ENSG00000164828,11908
ENSG00000164830,7202
ENSG00000164841,2877
ENSG00000164849,3160
ENSG00000164850,3149
ENSG00000164853,2048
ENSG00000164855,7805
ENSG00000164867,5953
ENSG00000164871,1973
ENSG00000164877,8843
ENSG00000164879,2310
ENSG00000164880,9588
ENSG00000164885,2938
ENSG00000164889,7590
ENSG00000164893,2246
ENSG00000164896,3774
ENSG00000164897,2005
ENSG00000164898,1524
ENSG00000164900,1467
ENSG00000164902,4319
ENSG00000164904,6911
ENSG00000164916,13407
ENSG00000164919,3066
ENSG00000164920,2930
ENSG00000164924,8555
ENSG00000164929,3997
ENSG00000164930,4065
ENSG00000164932,1776
ENSG00000164933,3654
ENSG00000164934,6191
ENSG00000164935,2778
ENSG00000164938,5685
ENSG00000164941,7866
ENSG00000164944,10771
ENSG00000164946,10765
ENSG00000164949,2648
ENSG00000164951,5603
ENSG00000164953,8281
ENSG00000164961,4784
ENSG00000164967,1092
ENSG00000164970,3782
ENSG00000164972,1439
ENSG00000164975,6684
ENSG00000164976,6398
ENSG00000164978,1073
ENSG00000164983,3228
ENSG00000164985,6768
ENSG00000164989,15223
ENSG00000165006,3050
ENSG00000165023,4385
ENSG00000165025,5210
ENSG00000165028,2178
ENSG00000165029,11350
ENSG00000165030,2085
ENSG00000165046,6114
ENSG00000165055,6749
ENSG00000165059,1571
ENSG00000165060,2939
ENSG00000165061,3691
ENSG00000165066,3079
ENSG00000165071,3329
ENSG00000165072,3854
ENSG00000165076,2203
ENSG00000165078,2435
ENSG00000165084,10499
ENSG00000165091,4637
ENSG00000165092,2849
ENSG00000165097,4633
ENSG00000165102,8985
ENSG00000165105,6649
ENSG00000165113,3381
ENSG00000165115,5102
ENSG00000165118,2729
ENSG00000165119,5152
ENSG00000165120,1159
ENSG00000165124,14193
ENSG00000165125,11917
ENSG00000165131,923
ENSG00000165138,8804
ENSG00000165140,1668
ENSG00000165152,5568
ENSG00000165156,6736
ENSG00000165164,3613
ENSG00000165168,4423
ENSG00000165169,3186
ENSG00000165171,1469
ENSG00000165175,2592
ENSG00000165181,6164
ENSG00000165182,1925
ENSG00000165185,13119
ENSG00000165186,13714
ENSG00000165188,3646
ENSG00000165192,3839
ENSG00000165194,9756
ENSG00000165195,3746
ENSG00000165197,2153
ENSG00000165202,1079
ENSG00000165204,1026
ENSG00000165209,8085
ENSG00000165215,1273
ENSG00000165219,13621
ENSG00000165233,3081
ENSG00000165238,13198
ENSG00000165240,8488
ENSG00000165244,3646
ENSG00000165246,8206
ENSG00000165259,6895
ENSG00000165264,1366
ENSG00000165269,2091
ENSG00000165271,5930
ENSG00000165272,2928
ENSG00000165275,2862
ENSG00000165280,5438
ENSG00000165282,7202
ENSG00000165283,1653
ENSG00000165288,12694
ENSG00000165300,4779
ENSG00000165304,3090
ENSG00000165309,6065
ENSG00000165312,3111
ENSG00000165322,5843
ENSG00000165323,19420
ENSG00000165325,4151
ENSG00000165338,11354
ENSG00000165349,2265
ENSG00000165355,3853
ENSG00000165359,7177
ENSG00000165370,1527
ENSG00000165376,3410
ENSG00000165379,6140
ENSG00000165383,1784
ENSG00000165388,4442
ENSG00000165389,2777
ENSG00000165390,4906
ENSG00000165392,5634
ENSG00000165406,7537
ENSG00000165409,5519
ENSG00000165410,3561
ENSG00000165416,15102
ENSG00000165417,6819
ENSG00000165424,5051
ENSG00000165434,8515
ENSG00000165443,4093
ENSG00000165449,4425
ENSG00000165457,1415
ENSG00000165458,6519
ENSG00000165462,1784
ENSG00000165471,3569
ENSG00000165474,2427
ENSG00000165475,1761
ENSG00000165476,5205
ENSG00000165478,3829
ENSG00000165480,3048
ENSG00000165487,3639
ENSG00000165490,5339
ENSG00000165494,8703
ENSG00000165495,6538
ENSG00000165496,807
ENSG00000165501,2359
ENSG00000165502,746
ENSG00000165506,2963
ENSG00000165507,2979
ENSG00000165509,3338
ENSG00000165511,3078
ENSG00000165512,2551
ENSG00000165516,3647
ENSG00000165521,11021
ENSG00000165525,8230
ENSG00000165526,4080
ENSG00000165527,1583
ENSG00000165533,3170
ENSG00000165548,6363
ENSG00000165553,1884
ENSG00000165555,2492
ENSG00000165556,4122
ENSG00000165566,10605
ENSG00000165568,2417
ENSG00000165572,5178
ENSG00000165583,1484
ENSG00000165584,1611
ENSG00000165588,2470
ENSG00000165591,2019
ENSG00000165606,2776
ENSG00000165609,4969
ENSG00000165617,4490
ENSG00000165621,2659
ENSG00000165623,829
ENSG00000165626,9815
ENSG00000165629,2347
ENSG00000165630,1865
ENSG00000165632,4872
ENSG00000165633,8633
ENSG00000165637,2827
ENSG00000165643,1987
ENSG00000165644,1580
ENSG00000165646,4125
ENSG00000165650,6666
ENSG00000165655,3347
ENSG00000165659,5395
ENSG00000165660,2992
ENSG00000165661,4530
ENSG00000165669,7059
ENSG00000165671,15242
ENSG00000165672,3417
ENSG00000165675,4189
ENSG00000165678,2128
ENSG00000165682,3670
ENSG00000165684,5010
ENSG00000165685,3489
ENSG00000165688,5193
ENSG00000165689,3130
ENSG00000165694,3324
ENSG00000165695,2731
ENSG00000165698,2823
ENSG00000165699,9911
ENSG00000165702,2467
ENSG00000165704,1624
ENSG00000165714,2192
ENSG00000165716,2704
ENSG00000165724,2372
ENSG00000165730,3568
ENSG00000165731,6661
ENSG00000165732,4711
ENSG00000165733,7753
ENSG00000165752,3543
ENSG00000165757,9515
ENSG00000165762,1078
ENSG00000165775,10252
ENSG00000165782,3803
ENSG00000165792,4444
ENSG00000165794,1575
ENSG00000165795,7550
ENSG00000165799,1499
ENSG00000165801,8189
ENSG00000165802,4974
ENSG00000165804,4643
ENSG00000165805,5605
ENSG00000165806,3466
ENSG00000165807,3093
ENSG00000165810,5565
ENSG00000165813,8991
ENSG00000165816,3368
ENSG00000165819,5654
ENSG00000165821,5365
ENSG00000165828,980
ENSG00000165832,3596
ENSG00000165837,2940
ENSG00000165841,3743
ENSG00000165861,5306
ENSG00000165863,2411
ENSG00000165868,6754
ENSG00000165879,2651
ENSG00000165886,1706
ENSG00000165887,1509
ENSG00000165891,6303
ENSG00000165895,6944
ENSG00000165898,3061
ENSG00000165899,8380
ENSG00000165905,3115
ENSG00000165912,2752
ENSG00000165914,5244
ENSG00000165915,4579
ENSG00000165916,2245
ENSG00000165917,1988
ENSG00000165923,5483
ENSG00000165929,6147
ENSG00000165934,5861
ENSG00000165935,1978
ENSG00000165943,2537
ENSG00000165948,2380
ENSG00000165949,4157
ENSG00000165953,2276
ENSG00000165959,15701
ENSG00000165966,4586
ENSG00000165970,7114
ENSG00000165972,5296
ENSG00000165973,5289
ENSG00000165983,3998
ENSG00000165985,2493
ENSG00000165995,6537
ENSG00000165996,2175
ENSG00000165997,7196
ENSG00000166002,1223
ENSG00000166004,9493
ENSG00000166006,6368
ENSG00000166008,1934
ENSG00000166012,8420
ENSG00000166016,4973
ENSG00000166024,3559
ENSG00000166025,10035
ENSG00000166033,2120
ENSG00000166035,4293
ENSG00000166037,7101
ENSG00000166046,6558
ENSG00000166049,4429
ENSG00000166068,8260
ENSG00000166069,5333
ENSG00000166073,5119
ENSG00000166086,5451
ENSG00000166090,1367
ENSG00000166091,2875
ENSG00000166105,8945
ENSG00000166106,5669
ENSG00000166111,3968
ENSG00000166118,898
ENSG00000166123,6354
ENSG00000166126,4646
